125393;10
77206;18
57756;11
116786;13
127726;17
105771;8
118045;1
103005;3
71118;11
78848;26
133082;3
93390;9
71873;5
138682;26
79426;9
76114;18
36922;19
98375;13
50212;0
31706;17
30831;7
60576;24
56913;7
66500;16
16857;25
147929;8
19118;6
45324;25
66188;22
113783;26
63079;0
10993;16
60896;5
73154;14
136700;12
91236;11
94513;7
62164;10
55039;6
120922;17
19377;10
47654;7
63947;1
52275;0
65613;13
35191;26
23488;20
21848;23
67604;17
741;3
65179;24
61433;5
13387;11
82055;20
83163;24
84408;4
7954;24
143255;20
66274;26
118181;5
3684;6
17883;5
23507;20
139703;2
42503;5
26561;21
146794;8
124625;19
98012;10
116679;4
90224;21
126380;0
115470;14
44284;12
96892;2
47889;22
85804;6
97400;13
11945;8
138089;21
117684;25
85049;25
9079;4
55247;8
10734;26
14375;25
142804;4
119324;23
854;0
74614;13
128217;26
19200;23
66312;1
47653;17
103908;12
138441;25
942;5
90119;2
46013;19
140327;3
35106;7
142803;24
10010;26
30168;8
123427;6
74748;17
80222;2
48899;10
109311;19
116018;26
85189;11
94059;2
133707;17
131491;20
53189;10
112940;22
57638;19
52767;24
27065;1
64548;3
115848;12
8374;16
140830;10
81640;24
82406;26
107359;17
133486;21
37702;11
135062;4
469;16
98782;23
31169;10
134427;10
91940;10
4695;22
4461;5
79229;1
54972;3
4137;6
111600;7
80774;1
109142;4
72750;8
4698;7
32886;26
6309;21
26586;2
114789;9
125144;26
112954;10
87887;26
78789;11
47458;22
64522;3
26866;21
44396;16
144064;8
105108;18
128121;7
33450;20
27568;16
44490;6
37458;21
107918;3
11178;26
66236;0
94077;4
59156;19
44831;18
14699;7
80624;21
86980;9
45283;13
65881;25
71760;10
43738;22
42807;4
68836;10
85184;24
33388;6
134890;8
4791;4
67271;9
25891;26
62543;19
21316;22
84712;25
85977;4
35783;24
74822;5
140510;14
24642;4
40663;24
20536;20
115468;10
57356;2
34628;9
99970;13
11338;16
141625;21
112868;13
70723;7
110784;16
61266;19
5926;8
46538;10
88040;11
137306;15
92833;22
13363;14
45430;5
16415;12
121089;9
20044;17
139908;5
69034;10
4784;4
129222;12
79038;5
8221;22
49764;14
83093;19
75336;12
139681;6
113392;17
58690;20
5328;7
87136;3
42568;26
102392;12
147199;4
36210;17
96647;11
48342;16
19548;14
125489;9
30075;4
27485;26
45691;15
52608;7
1085;19
117974;11
81381;9
75044;17
42036;20
6884;19
67221;8
14152;7
28712;7
120088;2
134415;22
15517;15
18823;5
34060;3
125110;7
112028;2
78968;2
7904;9
110840;23
139433;2
15016;8
34016;0
53475;22
87036;22
146213;16
12972;19
136004;12
58788;3
122812;26
139634;21
75738;1
4998;21
94305;10
70497;7
68861;10
99809;16
126973;3
135976;12
56963;2
133480;24
94754;22
141565;19
143017;13
112893;14
83731;8
5598;17
32554;17
120055;13
7499;21
12850;20
40385;11
91604;24
92281;1
82046;24
97745;8
53902;18
135440;20
24304;14
80706;23
6105;22
147468;13
24172;8
129361;25
128570;7
9774;3
54686;11
17713;13
22079;17
20696;12
26750;16
91660;25
141799;25
82595;13
143141;6
62801;22
34889;17
91232;26
25351;6
514;17
106958;24
139186;3
91615;3
75857;23
92380;7
113126;0
86712;13
44750;23
12364;0
26050;0
75789;4
1139;4
53021;26
33359;1
108720;16
24623;18
105867;0
144603;14
114735;2
49812;8
103069;25
101632;6
86732;25
74967;22
125705;24
114;25
101131;26
122583;13
32125;20
116284;26
52635;26
75878;6
99972;24
81722;21
117771;5
43342;8
136514;22
22678;18
54356;0
6416;20
109163;24
44387;13
66597;12
95360;10
41681;23
115871;8
124953;23
100738;11
79558;20
119887;22
10410;4
138004;15
61186;15
15407;11
66723;20
22141;13
99999;20
11591;1
71072;9
5630;23
83457;26
19249;4
111885;20
93249;17
145621;19
146039;26
80207;25
69397;10
83886;2
140186;15
23967;3
89226;14
81927;0
76431;18
140044;10
85587;8
31093;2
74178;4
133182;13
130821;5
30319;26
53614;8
120769;1
56880;22
95398;18
61219;9
87057;7
61861;4
47895;21
29610;24
56347;16
88121;13
37598;17
37733;9
4165;21
112875;19
139739;14
20829;26
125609;23
117048;21
72512;2
105274;2
25203;10
27977;20
52339;16
121981;0
937;9
108928;18
100873;15
137314;24
58039;26
140707;0
7609;15
132988;20
144971;24
123568;16
99336;26
81847;5
74824;19
129946;14
85396;17
31496;16
108872;4
95582;15
35748;8
85331;7
145193;20
86305;2
139684;17
140413;11
61995;4
39258;22
20497;17
72765;0
75080;9
136390;16
16322;8
41178;9
42103;0
72876;13
6170;20
122746;22
59510;20
21933;10
111995;24
17767;16
54463;26
64385;21
141878;7
57181;19
98231;25
48629;0
147195;19
14076;12
46756;0
115328;16
100506;14
99062;13
69317;24
75673;18
20733;8
44940;5
111941;2
100828;25
31454;8
147784;12
84088;15
45836;26
62471;3
123775;6
138890;18
67023;0
26026;12
28244;20
79596;24
103423;8
30038;17
109943;17
139893;23
25267;1
97851;5
42804;18
7021;26
26960;17
124262;22
101354;13
32226;26
22465;15
69186;14
22405;19
81073;17
53852;19
113323;11
139333;26
136844;4
20888;21
132388;13
116253;16
104120;26
131608;13
65376;19
87236;7
92983;26
124387;16
112083;19
17144;12
22463;16
18288;22
30713;12
66357;17
144964;21
43785;13
2592;7
35923;23
88915;0
24559;16
111346;23
41449;21
119286;25
137196;16
69235;1
146558;13
45777;14
99572;24
5555;26
97156;17
20248;14
29385;14
87697;19
136650;1
92273;17
44916;15
127374;25
42001;26
46145;22
113611;24
113503;10
20330;23
772;19
118592;23
121839;18
24628;23
107675;19
102875;2
126908;5
38656;8
99109;23
127774;25
29346;25
15684;2
2621;15
23683;21
98953;20
113620;19
126828;23
88490;2
96490;8
108573;26
146025;21
39607;1
121685;0
111340;6
43596;22
88878;21
141145;16
111727;20
114300;12
103636;19
13470;3
118303;24
2206;2
8290;25
138483;5
34317;6
115862;1
98830;3
39117;23
69264;12
61690;11
19227;18
67554;13
144542;12
32005;17
134150;21
139642;26
80977;10
142436;22
16317;16
110667;22
111775;18
60138;8
109799;0
122953;14
16745;26
93266;25
6544;23
68322;2
22308;20
31162;7
13745;13
29313;21
45647;10
13857;21
47171;15
1720;13
61586;10
29336;14
100070;0
130337;26
116344;2
82475;0
137895;9
9256;9
61731;7
32455;20
124480;23
60106;13
124434;20
71186;24
90940;11
65572;22
126345;26
43025;18
98594;12
107561;4
3628;8
31021;9
139531;13
24751;6
28777;13
130996;15
119346;1
126863;26
28953;17
117702;1
96276;21
46988;22
5090;21
3106;26
142573;0
62233;26
54000;23
134298;1
68298;8
74865;14
64876;19
120786;25
78987;0
127008;5
36480;7
124881;19
74306;5
144478;26
1367;23
94944;26
62591;12
123642;6
58114;4
31308;23
143435;18
71224;5
62215;16
7661;23
117914;3
96195;13
75007;6
47106;20
53855;24
19386;11
16768;24
4296;2
7418;7
101092;7
89631;18
65702;15
85491;11
105226;9
121924;9
86834;22
44833;17
103093;13
4193;6
141888;10
142114;25
16597;11
57734;23
105727;18
22340;8
9227;7
101869;8
23134;16
82014;26
51566;2
29554;24
114648;2
106440;10
17260;2
9682;1
146870;0
104537;7
105671;13
1297;21
38578;5
80356;21
91939;7
51909;8
90124;21
83086;19
88066;20
143655;25
249;19
110199;3
81328;9
9535;22
67515;0
78791;25
80915;8
50588;9
61006;20
13972;8
30183;19
92874;15
65181;9
97628;17
70113;25
94403;20
17115;23
132000;2
61228;23
124231;22
124167;26
90291;1
112169;21
99824;17
143452;4
48992;18
9141;3
45318;0
130193;26
7414;26
134947;12
92702;3
16001;4
58233;24
86351;12
111925;16
139203;16
117814;19
50368;25
127813;6
64923;24
52384;26
90628;22
135651;20
145371;13
104813;26
125235;20
104460;20
57883;16
84321;9
122469;0
48196;24
35251;22
57548;18
65536;7
54997;9
132098;4
102563;17
26453;20
56254;23
36731;11
144068;7
33935;8
15876;26
129465;8
71473;4
3906;12
55810;24
135185;15
80786;15
32219;9
25349;19
15670;3
106223;15
116936;19
113802;5
132638;26
78740;4
89225;13
87002;16
133103;24
142714;12
121311;6
29750;1
105967;0
29877;14
17080;9
144381;11
29462;24
126586;12
50136;26
21487;13
88287;1
99325;26
5432;9
17240;10
79915;16
119793;13
42939;20
63631;23
45733;24
66227;1
10305;17
11042;6
95808;24
47565;15
59109;5
130105;24
96466;26
80948;4
118207;26
45503;11
68950;25
88725;0
143337;1
13730;21
12991;1
84379;3
2692;2
76452;21
84490;14
49992;15
55056;5
59934;22
24817;22
82945;17
42021;11
36303;11
68606;16
39743;1
103987;20
82421;22
146286;6
67426;7
6055;18
3117;18
124834;20
44781;21
33758;10
22129;5
78995;6
82897;15
134258;13
55891;26
23750;7
107147;6
86411;5
43154;26
3796;18
99746;26
34498;17
123969;7
47866;26
2804;4
42998;8
12128;23
74212;6
101625;1
81663;12
57586;0
104556;25
25556;16
55232;23
86574;1
96469;7
114541;17
91337;17
34591;8
79333;13
2200;0
28112;4
121403;8
43011;23
46526;20
134812;17
124682;8
23115;18
82367;22
54688;13
101137;0
57836;16
98050;1
27695;18
131319;25
31964;14
97927;10
84221;8
55917;0
70312;2
103941;12
5145;9
132741;16
120557;4
131909;26
48243;12
20162;17
137107;26
114186;13
94411;9
27263;10
72822;22
80285;16
87570;9
50182;21
87900;8
129423;18
2015;20
92102;14
17987;8
91526;13
141942;8
46537;9
20722;0
103466;19
37293;8
146215;17
51992;4
81527;12
123040;10
27837;12
112972;11
42330;26
19129;23
100760;10
69051;15
83802;7
130112;15
83950;16
112241;7
42975;9
137412;5
53165;26
25027;2
101687;20
110143;22
33818;23
70331;21
49424;0
143665;26
57653;15
93876;8
107851;20
3739;19
64616;14
17184;6
144418;4
112533;23
100166;26
47625;2
20821;10
106218;8
18227;26
128109;5
51445;8
42485;23
39591;20
99679;8
54871;25
14733;17
143428;6
74621;12
87813;2
17070;12
16455;2
42748;9
89992;22
100880;0
40553;20
14352;16
20616;19
102778;14
96307;22
145151;19
17637;5
123103;26
17071;21
102109;18
60377;22
39340;23
39564;12
31281;15
4346;25
76432;24
102606;5
67008;22
133595;23
27702;3
89936;7
42512;26
138142;9
102147;24
115699;9
39532;8
75803;2
31707;23
136582;25
61888;23
58622;2
116280;25
92198;26
33002;6
19804;3
47018;6
69842;26
25700;26
65546;18
67541;3
5780;15
48465;7
47193;20
52592;18
143702;24
98676;5
118158;20
5938;8
22048;6
3415;0
53534;1
99381;26
130990;10
31397;8
110623;1
145581;4
29552;23
70678;9
49774;9
83604;20
137413;24
67885;4
132484;12
42175;5
96550;3
9705;4
47416;5
105127;22
76696;26
90902;16
49466;13
43018;14
110261;10
65802;1
48279;15
45272;17
59888;20
80614;15
94425;4
134726;15
75675;4
37327;6
139721;24
73370;1
140504;20
107395;26
26268;16
133764;20
44654;5
99318;23
99429;25
136388;26
25572;15
144271;12
43798;22
7310;10
62880;5
27973;1
84792;26
34394;4
98126;26
125890;26
14290;2
54361;20
28088;9
46103;26
66691;9
139622;3
25436;21
114126;23
112034;26
66074;12
33554;18
112492;26
53561;6
5036;24
60162;19
31554;12
29089;17
135198;11
81253;18
5715;8
53110;26
77420;0
118470;18
117109;16
16873;16
109365;16
128947;1
122963;6
42421;11
54046;0
52345;20
13998;4
134623;23
97092;3
97444;26
69727;13
31568;18
44078;2
34139;11
27878;1
3590;13
115095;17
62099;10
50380;5
99897;6
32274;25
15001;17
121022;22
52577;5
147697;21
122947;7
52837;26
141186;23
71486;9
3852;7
43632;23
29091;8
7583;23
145828;3
118929;13
141197;18
4120;26
34155;2
141785;1
43866;4
60961;14
98925;20
110475;17
64593;10
22708;25
128163;5
145669;16
103854;15
115756;7
45752;22
15593;20
88241;17
50191;23
94004;23
138554;9
16294;24
87802;2
91543;2
52703;15
7835;9
5564;15
106016;26
78924;3
43293;22
43971;19
17948;18
45089;26
110594;11
7784;16
110448;3
36018;6
126790;9
111557;14
66967;20
31867;26
82950;3
95818;16
57360;23
6495;3
45001;4
121856;21
61572;12
140798;14
132397;2
120714;10
9002;21
131865;16
131420;18
78534;26
112333;6
89483;23
47245;26
107072;26
54454;2
62491;3
78636;9
96615;26
65978;9
147792;15
31352;20
108196;26
107973;6
136191;18
101903;15
80678;4
100835;8
76577;24
22400;9
62196;26
79304;26
133322;6
39037;6
10858;3
59368;7
58183;1
14304;22
21684;24
25952;15
26293;9
51812;3
7986;25
110527;11
66543;26
61637;22
87093;16
14653;16
101540;23
63525;22
49894;3
62180;10
57365;12
32073;25
101345;26
6046;10
104942;7
24248;14
112870;12
42940;21
131358;7
7295;6
54628;19
24387;3
102719;4
37748;9
104273;4
66567;26
89325;7
45837;25
71391;7
146841;22
49570;26
32111;17
93917;2
29802;4
58387;11
5403;17
69867;25
147535;9
21986;25
35165;7
123146;0
72524;16
135368;20
84071;5
27030;13
139591;19
54314;13
116469;6
143635;18
98463;3
136392;17
75297;14
71622;2
90451;8
109697;20
74828;7
5917;26
121233;25
128309;9
59049;4
48486;6
76057;22
26377;0
60610;3
3859;22
138295;1
140172;4
65299;0
109166;3
65032;6
55947;8
106618;4
51720;24
41096;20
8989;8
8891;25
23523;23
62006;25
103928;19
141656;12
103984;24
116618;22
66251;17
34075;15
30362;21
117729;4
91571;13
34924;11
100886;16
60982;12
26424;24
105653;18
59217;13
82132;14
28781;26
61282;10
95421;25
104814;10
85708;1
123617;20
134948;15
48717;14
29999;4
32259;10
124185;26
13785;24
35920;11
87615;26
112948;5
117057;20
114494;19
70658;8
140452;20
12210;4
62552;11
7757;14
43421;26
38667;8
146416;16
48449;0
26190;13
28338;2
119572;4
110226;16
140786;7
93183;7
82237;19
99322;1
90421;18
19105;20
36006;14
126224;0
1439;10
136440;26
110913;15
131419;7
31699;6
139871;14
138347;19
141179;23
94212;6
42364;23
146633;15
29367;13
62989;4
121873;16
31243;26
15596;17
138455;13
1639;26
43475;7
88400;24
90809;13
124563;6
37456;22
99105;15
42246;24
105554;1
53574;21
54482;11
88760;2
7426;5
98753;0
17650;8
20690;12
4246;11
92197;5
60238;10
69137;10
90533;6
85619;23
16892;17
146114;12
82435;20
30475;20
20804;11
3427;18
48207;21
66016;17
103783;23
84352;16
72168;20
14281;26
52223;18
88203;1
141356;26
1614;13
138264;11
122081;4
12138;0
30123;0
111787;19
121111;1
59919;26
9169;21
95941;17
1627;7
125789;19
23926;18
94236;3
55661;18
144390;9
106717;0
15771;16
113030;3
145676;20
130683;26
118790;24
92857;16
51930;20
66344;24
99250;24
129155;12
90329;11
3644;1
39951;5
72670;3
43375;4
939;11
56007;13
74640;7
134021;1
74495;21
68519;25
51292;24
112655;12
125361;13
104688;16
137396;0
66719;6
77721;4
136666;7
28324;23
45901;3
141060;7
146394;24
39189;0
80265;16
18976;6
62409;17
990;15
29868;4
20225;25
54353;24
64973;14
68344;8
123097;16
79332;26
109169;10
61998;15
55209;4
99976;12
147028;22
118723;6
135290;12
134110;24
10624;8
109099;3
1352;6
26469;11
51035;10
83959;2
89456;10
6986;13
52903;8
14555;5
8513;23
64996;2
30779;11
146946;22
118283;8
700;26
100658;17
131721;23
966;0
84097;4
4852;6
133239;12
14984;11
45239;15
6905;25
28693;23
9351;2
51855;19
3050;18
90280;7
81495;26
58543;11
132954;16
43276;26
95317;6
123493;8
77734;5
60122;20
86138;9
89836;10
114565;26
138807;3
63847;24
82453;22
103932;18
29723;17
64980;11
74625;22
45737;25
80692;20
47101;9
90393;3
80669;0
75953;16
51668;9
144833;18
19446;12
59442;17
58703;2
61883;13
25009;16
14606;18
71909;5
103558;7
39907;6
36767;4
136797;17
32032;15
31583;8
87401;18
135271;25
144814;4
139711;10
93522;26
92942;17
120050;11
129672;24
114274;4
99629;3
128871;5
120008;16
66869;2
54568;14
3313;0
145073;5
145283;8
60109;13
124021;5
66375;17
36743;20
109012;5
124271;22
141289;19
12264;0
69412;23
120197;7
133010;8
142497;22
74129;23
129694;1
115263;0
23213;14
28304;14
102643;0
2503;15
31543;1
109990;20
11684;26
28195;26
105810;16
137433;5
146782;3
3210;5
109124;7
98983;13
43443;24
135847;11
45386;16
85283;6
97721;9
101191;19
6169;26
7216;5
134085;26
56956;1
33092;13
112846;19
76857;17
129651;5
48164;1
23449;20
138809;18
125439;21
90249;10
65828;22
19665;25
130546;8
134259;18
97526;13
114761;26
115511;26
4854;6
10257;10
113930;11
114607;16
119258;20
51555;14
109549;17
95111;14
70526;6
18170;7
126067;7
127577;11
99706;26
117062;15
114146;15
129838;1
19417;10
146096;14
140059;21
36421;11
130795;8
130684;19
68289;13
70306;23
23518;15
16470;18
12165;23
104391;7
41739;8
138732;25
31488;26
90672;20
87125;26
9908;5
28275;5
121942;1
85877;18
79000;16
86100;20
138884;3
133652;7
37648;20
17108;10
67077;1
147110;12
17555;3
32004;23
47248;6
137134;9
82382;2
77677;26
1248;3
131797;20
140103;9
35659;5
135498;25
49847;18
126689;19
54867;13
37853;22
56094;5
51360;8
14244;10
141206;1
51577;16
64258;8
77280;4
124767;4
136461;21
56423;1
14546;14
7111;4
38815;20
140020;0
146873;0
70749;8
63998;23
117712;21
2866;15
103429;15
40829;7
137271;24
62806;6
47026;22
7413;17
9506;19
78903;12
127421;18
33966;23
31150;21
5762;18
21356;4
55038;10
138233;26
131594;26
137807;18
125411;4
93120;16
117324;22
6625;2
108514;24
26768;4
35119;26
80105;26
11319;12
140774;24
87315;21
97752;4
29790;2
126062;15
20280;8
36636;1
42348;8
66250;13
91732;25
103267;13
94888;0
36100;3
110434;10
137145;23
101255;4
5079;4
36680;2
54041;8
140697;5
25271;21
106203;0
33847;9
55099;26
64346;18
3893;20
35819;16
40312;0
67652;5
27845;13
130624;20
97577;4
113202;24
119247;26
81524;5
19385;5
109489;3
92944;13
12812;6
79416;6
4941;19
119471;24
91730;7
75499;8
147749;10
8452;8
36065;20
127442;23
103502;16
131407;14
19541;11
120480;18
110919;6
60227;14
43585;20
77620;26
139841;14
513;23
143612;21
2076;15
139194;19
121409;9
144859;25
1722;0
62943;3
69516;16
127422;3
22582;0
36668;20
45231;26
134130;0
60351;11
116657;2
103218;23
110895;10
41968;21
144938;19
50350;19
13542;15
15425;21
103438;19
60879;11
100647;26
95573;11
145872;5
46261;4
16981;9
11061;19
135739;24
103413;24
20025;22
42090;0
17407;24
91130;4
31042;0
9406;19
73089;12
138420;24
64056;24
58983;23
60807;16
17457;4
106315;2
68355;13
118189;5
134525;26
139630;25
39061;22
117284;12
58812;2
146982;18
89864;3
34850;0
49814;1
112496;20
68295;12
91135;2
118920;1
72362;25
55700;8
7536;0
105007;0
40635;7
17355;10
81764;2
111445;1
142848;26
41762;23
129869;12
50071;10
40052;11
62004;6
31475;21
96572;25
77475;4
85170;24
30229;19
57521;9
144270;22
87246;5
27285;10
28019;1
120419;23
143206;26
20200;0
103115;7
84623;26
109161;1
1929;15
112968;26
120306;19
89642;13
83465;7
87335;8
132061;0
27537;19
21115;2
5976;1
102382;13
28759;1
106732;18
2529;26
74953;18
55794;7
49347;0
1376;19
97079;18
79049;26
97996;15
119370;1
116771;17
18430;11
60371;15
127473;26
125940;20
20820;11
14305;26
84185;14
141343;17
119198;8
26874;8
41123;18
109274;13
25683;24
136713;6
43895;26
42488;18
27330;3
67639;1
145434;3
143634;1
43635;10
109741;1
142893;26
7972;21
130981;22
116948;17
106697;1
94327;3
95371;23
34674;9
23918;11
28984;13
27456;6
123923;22
129096;0
25442;13
34694;5
95336;11
135964;26
70744;17
95944;26
22436;16
40397;26
110932;6
72345;23
115739;12
34255;13
29865;26
22622;9
94760;1
60900;18
59995;14
105079;23
77783;8
13615;6
72983;3
42619;25
106336;26
67462;11
68101;22
99154;1
114508;9
443;16
118682;20
21005;4
109774;15
79945;0
6836;26
26077;22
12976;17
109123;4
141831;6
103804;11
74849;17
94057;10
20401;9
18402;19
70143;13
95625;26
142719;7
98182;15
52039;21
46741;24
81296;16
140979;4
93766;12
56273;2
23111;26
32470;22
19198;15
78252;17
32343;15
38256;8
119231;4
64577;9
76831;20
15630;14
123210;24
130682;14
34102;5
24984;8
78769;11
93670;15
51664;1
93908;12
80493;26
24014;2
53699;6
42587;7
9734;8
5592;20
121212;1
39909;14
137821;19
96542;21
8271;3
50058;1
146900;24
49300;17
31253;11
51635;1
81162;18
2087;16
120406;11
130306;11
62264;24
6662;26
147047;4
31251;10
126578;26
119499;1
18364;7
61369;6
121948;19
118290;12
147049;22
56663;12
89353;1
40409;9
111777;13
115507;19
2141;4
50587;23
118156;22
6729;1
10322;26
80337;4
40621;21
9254;4
96248;1
48768;18
103371;20
29429;4
66849;3
131702;17
111065;26
81438;9
18769;7
82882;23
75628;1
86636;9
67472;8
132017;16
111972;15
11162;17
40976;13
102975;3
129933;21
88565;22
122768;4
133340;7
145046;19
108197;18
132992;18
90581;12
135869;10
30336;6
76103;12
121165;9
122534;26
135012;24
135424;16
135354;12
28754;5
89635;2
145234;5
11147;26
54316;12
32294;20
59030;3
42941;23
147194;19
2446;17
79146;5
125792;14
11494;22
50352;5
104932;16
101775;6
80792;26
3096;16
129147;8
126140;5
60370;25
99973;2
116602;18
63084;14
54054;26
141627;9
74803;4
65619;9
146635;22
12095;22
84300;1
94146;2
15293;21
1067;3
117058;14
111604;11
95914;7
29548;19
71348;16
137860;13
97215;17
71918;4
27855;22
105173;8
124863;25
55524;16
33312;11
13928;0
96033;13
68048;25
76124;18
110714;11
115968;12
36247;13
66039;12
91427;6
52450;24
116900;1
76007;5
71766;23
139130;25
131891;2
103370;0
113541;11
96373;1
29127;7
63161;0
35495;15
91271;19
54974;7
63002;14
109216;26
145592;0
5318;26
60640;0
36272;10
24175;7
63850;4
56126;16
128733;26
33648;0
91876;24
50545;21
124942;0
147821;19
118638;1
109922;4
52558;26
122335;6
113091;19
66096;24
136901;3
141659;4
1710;26
85790;4
26545;22
96554;7
123939;10
45393;11
91388;17
76758;26
93821;25
134362;26
73632;12
67400;3
60767;20
52115;5
49500;12
77005;3
144374;25
104993;13
75881;26
140996;1
136406;22
84192;6
16486;7
129286;13
90615;20
15092;3
69008;23
45232;25
96179;26
72966;11
33008;7
30476;19
73933;11
114309;24
40739;0
137130;9
140859;20
65399;17
23278;16
16139;25
42403;0
107376;18
93205;22
11462;16
92523;7
139057;14
5303;7
39585;7
129100;5
31097;0
124898;9
67205;26
90123;21
86996;21
17726;2
21829;15
45858;10
139588;16
65693;25
48696;24
74184;5
121582;20
85244;0
14641;24
76627;26
46016;22
135728;17
80715;17
106419;9
99019;10
132844;26
99329;14
147462;23
62577;19
95112;22
123544;11
3506;1
80594;19
38564;7
20921;11
88048;19
39777;4
59540;26
133914;26
139629;23
118308;19
145235;9
93966;18
139714;26
121525;5
107709;23
2079;1
41480;2
116349;8
32969;25
98436;0
126797;9
85276;23
12682;22
7573;19
16903;23
54878;16
109813;21
14154;22
20006;5
7383;4
2218;6
41663;25
37367;21
97704;19
133923;25
46365;22
112153;1
44364;8
134837;16
23546;22
129102;18
101332;6
61923;26
142184;10
141355;12
136181;19
147333;12
125364;5
61180;15
103631;6
134662;20
130695;17
111415;12
45202;8
93387;18
139744;19
123826;19
56449;17
97182;8
82673;4
12933;8
82998;14
124531;22
14963;24
112619;5
59730;24
97546;11
85216;16
56812;12
68515;19
45093;14
40903;4
38701;18
130429;8
118700;12
71059;23
125793;2
138415;15
70865;13
69857;3
76351;8
106012;25
108476;21
57472;6
133992;26
22989;10
74505;26
139115;13
24971;2
32562;15
140045;20
98168;19
39403;8
30845;10
128417;22
4997;18
134280;9
68577;25
38946;0
72392;11
81069;5
129809;3
84360;26
106220;9
47550;22
138659;1
110431;8
105378;21
50870;18
140523;20
79920;19
51401;12
7964;19
66027;14
87417;19
141351;2
147364;9
66635;25
73117;22
144559;17
69708;17
93467;18
29753;1
25680;16
72520;21
17519;17
9918;7
103079;16
61209;3
94546;10
110898;26
128524;16
24567;24
71125;8
88649;6
14114;4
93237;23
88706;16
126504;0
57584;21
128535;14
34556;25
40139;14
87752;13
8658;3
72513;16
127362;3
52114;12
122750;6
51409;20
43492;0
103584;15
10769;8
2799;26
91865;25
84401;11
143200;4
2879;12
145590;8
16706;26
58499;11
94524;13
32677;24
34993;1
65747;24
29882;0
